eta_a,eta_e,eta_z,eta_r
1.82407260186261,-0.0124032975094758,-0.741285110576363,-0.0635231591807054
-10.5672767679734,0.0155871929012622,-2.22234028411033,-0.159242317321483
-1.37211745631999,0.000795714637861822,-0.953336235807362,-0.0720867589324225
13.8150651297749,-0.057051151171165,-0.393231219371257,0.151485833670555
4.67583341162207,0.0135374471997161,0.727053431782071,-0.872117322513257
1.74976819483534,0.0438827224165707,0.107321513847395,0.644692895815938
3.47029241630143,0.00654386301927079,-0.315706173941053,-0.343512753088733
-7.31099536738598,0.0384400484611229,-1.72921473728638,-0.311978232034658
2.45189130773018,0.00914671488522169,-1.27307593707507,1.35542561413779
-0.285685727874927,0.00760771535431894,-0.0561212699609831,0.212279317977896
-7.9819688954672,0.0133495328104612,-1.10577575963404,-0.244336021793709
-4.60741580038812,0.0313842846899833,0.211676141454755,0.210614059093621
-0.148193174923857,0.0200149422340955,1.02831559098048,0.391192499761837
1.59912934951404,-0.00194863011248616,0.977777222809733,-0.211654296555811
2.32492049925684,0.000416669187661785,0.899690532159887,0.142225962997635
-0.0890148569279257,0.0117069108394651,1.04048794552249,-0.292882820443655
2.65676531519391,-0.0090114719430559,0.289519935001818,-0.371719179231703
2.40341360905913,0.0304869410233688,1.38693240866344,0.0428184434591961
2.31157781364737,8.98475918126457e-05,0.0322185526226032,0.339958760737953
-3.44495114512861,0.0215947148157176,0.20310717837518,-0.10288518805322
-0.382052992451643,-0.0111356166211302,-0.670089314109675,-0.219161482312541
-1.9349824025388,0.035733060412228,0.761925851777689,0.00597899201109264
-0.288196751819993,0.0298171765121729,0.882204366370772,-0.0802455264826872
1.17635352285294,-0.00944451638216455,-0.650622133746715,0.0873030870050922
-0.969507729209219,0.0279718471210391,0.641545837358017,0.273053558611419
-1.96570012866734,-0.000940915135351994,-0.43681471364877,0.169950398092048
-1.54790244322292,-0.000408746352915691,-0.0432071280638783,-0.0951661654904052
-0.919524136499664,-0.00437441908832269,-0.186042248805429,0.149073060194749
0.254090554895,-0.0212101371761338,-0.446259218089865,0.0243729606330584
-0.380660688042665,0.00816553573795072,0.745050644251515,-0.0194895475850177
0.456710456659177,-0.00650475063356025,0.25477551929721,0.153624815881618
-0.179602869500706,0.00363450343468081,0.775473696644339,-0.419647356363342
-0.895120983084241,0.00936312710288888,0.287562993050004,0.114308345345269
1.97877829787385,-0.0235485395621111,-0.377393121383314,-0.212716647418196
2.18679754059003,-0.0172363570892856,-0.391498495213327,0.0660631069999138
1.77097319447037,0.0226418686964335,1.32001676090338,2.54925142669308e-05
3.45980120975595,-0.0214617462144125,-0.306989235563112,-0.142106217620436
0.22862187353782,0.008122266552339,0.0473822119778122,-0.0936132414394038
-1.20216647224283,0.0240149357357573,0.30457551984363,-0.0175784612638755
0.0396016359670422,0.00331758083175128,-0.351116091202615,0.109671210267
1.66015574094056,-0.0204620130463711,-0.901984409687913,-0.225984528544011
0.706291424312311,0.000323261839079395,-0.537585551262655,-0.125493536561694
-0.589871260993581,0.0139555276024436,-0.403533308875435,0.110273117595948
-1.7912864078981,0.00200257021959304,-1.01438773782537,0.423687413017777
-2.57810904800096,-0.0192397491943653,-1.47208646031257,-0.0531237879007735
-2.08116415231661,0.0327180098326018,0.895580310698035,-0.0398246928612067
-1.05169208729557,0.00332896382612953,-0.2005535777163,0.221269723115109
-2.96677936616632,0.0140398726600684,0.203172048827194,0.034511647235156
-1.674184112422,-0.00539148928373452,-0.270216411345759,-0.284694964789089
-1.22487287189045,0.0204235655016336,0.590812758533664,-0.0558701380387481
-2.42641007779918,0.0251009211837576,0.484834582371588,0.066751379235535
0.317955104451545,-0.00955852223595672,-0.323634330417406,-0.242134468086505
-0.852779302180169,-0.0130918125111085,-1.06689734305826,0.100771105106846
-1.14895839781742,0.0213538344398315,0.545619826044956,0.0763399486034306
-0.966997976332555,0.00487090752425834,-0.0139661278616117,0.232167282031606
0.134686283839022,-0.00114972440532903,0.298755930022068,-0.303222538313811
-0.0402390643926818,0.00753877793674339,0.212400518021723,0.00489382791359261
1.90807172560839,0.00725628716303008,0.61067352282061,-0.0479855747122902
1.2261190543284,-0.0119639102528344,-0.485370545450409,0.141017674650212
2.04934185613765,0.00560517079947263,0.632303025620758,0.0376090437420442
1.48586854990012,-0.0219540569578135,-0.685779130195973,0.0676680546792525
