eta_a,eta_e,eta_z,eta_r
-0.0761216739062713,-0.00455574316067953,-0.302008182665344,0.0944203414349967
-8.20735299726061,0.0257229200594155,-2.44068424452415,-0.310234478584315
-0.699883255856448,0.0025561795445675,-1.11166573415319,-0.167161424095687
8.10921334204669,-0.0753989161414615,0.636806608661986,0.565320059357838
4.02328886554285,0.00206194926882029,0.624637074597049,-0.417348314339601
1.40865110080979,0.0391576944958643,-0.124710844388401,1.01384312098028
2.6531655089608,-0.00505869729312394,-0.239125700735548,0.137621795370115
-4.84727761952953,0.0380090777461375,-2.08801189336947,-0.223695627241446
0.789131248364088,0.00701195405047701,-1.07686721824808,1.55654546063694
-0.549030655107653,0.0060008393484806,-0.0406491193473095,0.519789878368863
-6.29450998896791,0.0171384614044013,-1.18603794515602,-0.202144441859699
-3.76968863277596,0.0299547299361296,0.163726976614294,0.220400553034177
0.759732572605037,0.02084744080731,0.688729099510269,0.452106064862813
2.38240520755424,-0.00371391606016934,0.720372757391806,-0.123086901138357
2.56736216816986,-0.00072307256973897,0.723294008294767,0.213422122806996
1.2362427191037,0.0103590834087168,0.729327727725179,-0.280043483226942
1.93019783884744,-0.0188998424611517,0.572118037360306,-0.326554132917536
4.02840105805554,0.0290400411869015,0.777989946122433,0.0440311224842453
1.27082551564649,-0.00715633817822894,0.35278864446517,0.371773720377467
-2.56213339416606,0.0182006926607891,0.250406798870382,-0.158662681638897
-1.10736822965683,-0.0186783202110789,-0.210944690887971,-0.271816081478286
-0.643684443345544,0.0326281522758508,0.532714511142016,-0.0997527251843043
1.05778566865675,0.024483095749945,0.624957388660077,-0.194379140860452
0.302377729951771,-0.0176295510536944,-0.225291146823187,-0.028606885543043
-0.195903821423593,0.0254328077145904,0.518999420198545,0.148764434346468
-1.97124094979782,-0.00297646217158442,-0.185714822177457,0.0128371320128958
-1.52012255123944,-0.00341631963261838,0.177505397887755,-0.241851646473446
-1.15342006302942,-0.00493978287556603,0.0134675127243215,-0.00242629383932608
-0.811754270161656,-0.0225871303978285,-0.0522443079794971,-0.0672826914472398
0.174731307347555,0.0103487350753999,0.572335306510378,-0.09551545925455
-0.134032288291271,-0.00663748940083009,0.418753273151142,0.118285543061114
0.553266927224607,0.0029417507062213,0.61946193936881,-0.4484716097693
-0.0541935791038218,0.011774650952645,0.0811988362299113,-0.00486969572415352
1.30610380626027,-0.0260835769200431,-0.160724386625797,-0.27069815100409
1.67099159096771,-0.0157243259612191,-0.348487733770294,0.0145809864335762
3.27268184941852,0.0264791278215147,0.68787280731027,-0.0245671979217552
2.29204901089949,-0.0262462216661114,-0.0160585377003486,-0.110440654918646
0.452373838799093,0.00693364309049992,-0.000567139879060607,-0.105257407050905
-0.401216357724932,0.0222664650015127,0.161932595511795,-0.0691055690286494
-0.0336319031917631,0.00073713087372045,-0.24824470556525,0.054378152775436
0.538845486328945,-0.0261958428793174,-0.498655074268682,-0.229415314685304
0.258495371163125,-0.00337378669438162,-0.386327988508441,-0.135012278929988
-0.724100346231283,0.0113736014232738,-0.329493879032,0.0865523571869469
-1.97384062349119,0.0044346468568443,-0.902551988252437,0.361488809708526
-2.6459757996543,-0.0153114681202855,-1.28647849569194,-0.148615759815491
-0.853787928981496,0.0337288872685894,0.569850644740182,-0.113467933881193
-1.52517089636204,0.00104547175899343,0.0267589608984666,0.157673067495246
-2.63036351039817,0.0128465621881011,0.282338967480493,-0.0449801655805676
-2.19508227716569,-0.0110342364311538,0.0971548960672042,-0.344491736799609
-0.53654376127549,0.0180300474252671,0.449424177296608,-0.134932394288487
-1.55672354341194,0.022531824819497,0.376229875234763,-0.0579143085765016
-0.406821989923521,-0.0175612171474343,0.0344486188650544,-0.314705874750533
-0.811712822773497,-0.0113863929443776,-1.01277032268915,-0.0628789611950259
-0.487537225343148,0.0208098124436356,0.36769729809147,-0.0496188054012019
-0.969967686010947,0.00445706150043186,0.0354182959774865,0.112391930417918
0.210463773882538,-0.00486445742380313,0.343258245613356,-0.366893719711818
0.640777354981253,0.00783163465877288,0.00869246988396952,-0.110804548090997
2.3012954652583,0.00496815359011884,0.41616243990658,-0.114134596336578
1.06109361085481,-0.0112979621000284,-0.467805782574456,0.0436899148903623
2.23860472746957,0.00514391956000434,0.456313924062572,0.0122554537487384
0.738724893782665,-0.0213340283201386,-0.498119043071376,0.0338884008947638
-0.800065838971942,0.0194913326570002,0.266151531853153,0.21019185915954
-0.685195519863306,-0.000214797585951924,0.145276566321783,-0.0175349504565249
-0.732034537876508,-0.00316072904399893,0.219952479673424,-0.00381770338735499
-1.4359769476964,-0.00820359954868913,0.126276626330585,-0.14163683866653
1.90292356306558,0.0266773099281583,0.739065145664661,-0.233632680621399
-0.769903482353128,-0.0125846718140974,-0.0883660948502683,0.116799332832031
-0.231112537191634,0.00711816665166917,0.505186669578582,-0.106779143270176
-0.830980268274317,-0.0239039760146925,0.0454964516481162,-0.138176770742204
