eta_a,eta_e,eta_z,eta_r
1.82407260186237,-0.0124032975094702,-0.741285110576363,-0.06352315918069
-10.5672767679733,0.015587192901265,-2.22234028411038,-0.159242317321451
-1.37211745631994,0.0007957146378633,-0.953336235807409,-0.0720867589323955
13.815065129775,-0.0570511511711655,-0.393231219371314,0.151485833670574
4.67583341162215,0.0135374471997166,0.727053431782041,-0.872117322513244
1.74976819483537,0.0438827224165705,0.107321513847374,0.644692895815951
3.4702924163015,0.00654386301927048,-0.315706173941078,-0.343512753088726
-7.31099536738598,0.0384400484611239,-1.72921473728638,-0.311978232034652
2.45189130773022,0.00914671488522115,-1.27307593707509,1.3554256141378
-0.285685727874892,0.00760771535431876,-0.0561212699609944,0.212279317977897
-7.98196889546722,0.0133495328104618,-1.10577575963403,-0.244336021793707
-4.60741580038814,0.0313842846899836,0.21167614145476,0.210614059093623
-0.148193174923856,0.0200149422340954,1.02831559098047,0.391192499761838
1.59912934951405,-0.0019486301124864,0.97777722280973,-0.211654296555811
2.32492049925684,0.000416669187661339,0.899690532159887,0.142225962997636
-0.0890148569279112,0.0117069108394652,1.04048794552249,-0.292882820443655
2.65676531519391,-0.00901147194305634,0.289519935001821,-0.371719179231702
2.40341360905914,0.0304869410233685,1.38693240866343,0.0428184434591956
2.3115778136474,8.98475918122213e-05,0.0322185526225969,0.339958760737952
-3.44495114512863,0.0215947148157178,0.203107178375186,-0.10288518805322
-0.382052992451642,-0.0111356166211303,-0.670089314109672,-0.219161482312541
-1.93498240253881,0.0357330604122283,0.761925851777693,0.00597899201109192
-0.288196751819993,0.029817176512173,0.882204366370772,-0.080245526482688
1.17635352285294,-0.00944451638216483,-0.650622133746714,0.0873030870050921
-0.969507729209227,0.0279718471210391,0.641545837358019,0.273053558611419
-1.96570012866735,-0.000940915135351932,-0.436814713648767,0.169950398092048
-1.54790244322293,-0.000408746352915507,-0.0432071280638739,-0.0951661654904045
-0.919524136499677,-0.0043744190883226,-0.186042248805427,0.14907306019475
0.254090554894999,-0.0212101371761338,-0.446259218089864,0.0243729606330593
